full_text,sentences,cleansing,case folding,tokens,normalize,Stopword,stemming
@naipp_ Yang di menfes baru pernah nyobain janji_jiwa tuku sama kopken doang. Ketiganya keminum tapi janji_jiwa berasa manis banget.,@naipp_ Yang di menfes baru pernah nyobain janji_jiwa tuku sama kopken doang., Yang di menfes baru pernah nyobain janjijiwa tuku sama kopken doang, yang di menfes baru pernah nyobain janji_jiwa tuku sama kopken doang,"['yang', 'di', 'menfes', 'baru', 'pernah', 'nyobain', 'janji_jiwa', 'tuku', 'sama', 'kopken', 'doang']","['yang', 'di', 'menfes', 'baru', 'pernah', 'mencoba', 'janji_jiwa', 'tuku', 'sama', 'kopi kenangan', 'doang']","['menfes', 'baru', 'pernah', 'mencoba', 'janji_jiwa', 'tuku', 'sama', 'kopi kenangan', 'doang']",menfes baru pernah coba janji_jiwa tuku sama kopi kenang doang
@naipp_ Yang di menfes baru pernah nyobain janji_jiwa tuku sama kopken doang. Ketiganya keminum tapi janji_jiwa berasa manis banget.,Ketiganya keminum tapi janji_jiwa berasa manis banget.,Ketiganya keminum tapi janjijiwa berasa manis banget,ketiganya keminum tapi janji_jiwa berasa manis banget,"['ketiganya', 'keminum', 'tapi', 'janji_jiwa', 'berasa', 'manis', 'banget']","['ketiganya', 'keminum', 'tapi', 'janji_jiwa', 'berasa', 'manis', 'banget']","['ketiganya', 'keminum', 'janji_jiwa', 'berasa', 'manis', 'banget']",tiga minum janji_jiwa asa manis banget
2x minum janji_jiwa dada gw sakit beut udahnya mual juga pdhal udh makan dulu : ),2x minum janji_jiwa dada gw sakit beut udahnya mual juga pdhal udh makan dulu : ),x minum janjijiwa dada gw sakit beut udahnya mual juga pdhal udh makan dulu  ,x minum janji_jiwa dada gw sakit beut udahnya mual juga pdhal udh makan dulu  ,"['x', 'minum', 'janji_jiwa', 'dada', 'gw', 'sakit', 'beut', 'udahnya', 'mual', 'juga', 'pdhal', 'udh', 'makan', 'dulu']","['kali', 'minum', 'janji_jiwa', 'dada', 'saya', 'sakit', 'banget', 'udahnya', 'mual', 'juga', 'padahal', 'sudah', 'makan', 'dulu']","['kali', 'minum', 'janji_jiwa', 'dada', 'sakit', 'banget', 'udahnya', 'mual', 'padahal', 'makan', 'dulu']",kali minum janji_jiwa dada sakit banget udahnya mual padahal makan dulu
Faktor Risiko Diabetes: Monday Coffee Arah Kopi The Kamasan Point Coffee Habitaas Bahagia Kopi Kawan Kopi Jati Kopi Ada Yang Beli?: Kedai Kopi Kulo Umbira Kopi Cantel Afecto Coffee Air Comberan: janji_jiwa Kopi Soe Kopitagram,Faktor Risiko Diabetes: Monday Coffee Arah Kopi The Kamasan Point Coffee Habitaas Bahagia Kopi Kawan Kopi Jati Kopi Ada Yang Beli?,Faktor Risiko Diabetes Monday Coffee Arah Kopi The Kamasan Point Coffee Habitaas Bahagia Kopi Kawan Kopi Jati Kopi Ada Yang Beli,faktor risiko diabetes monday coffee arah kopi the kamasan point coffee habitaas bahagia kopi kawan kopi jati kopi ada yang beli,"['faktor', 'risiko', 'diabetes', 'monday', 'coffee', 'arah', 'kopi', 'the', 'kamasan', 'point', 'coffee', 'habitaas', 'bahagia', 'kopi', 'kawan', 'kopi', 'jati', 'kopi', 'ada', 'yang', 'beli']","['faktor', 'risiko', 'diabetes', 'monday', 'coffee', 'arah', 'kopi', 'the', 'kamasan', 'point', 'coffee', 'habitaas', 'bahagia', 'kopi', 'kawan', 'kopi', 'jati', 'kopi', 'ada', 'yang', 'beli']","['faktor', 'risiko', 'diabetes', 'monday', 'coffee', 'arah', 'kopi', 'the', 'kamasan', 'point', 'coffee', 'habitaas', 'bahagia', 'kopi', 'kawan', 'kopi', 'jati', 'kopi', 'beli']",faktor risiko diabetes monday coffee arah kopi the kamas point coffee habitaas bahagia kopi kawan kopi jati kopi beli
Faktor Risiko Diabetes: Monday Coffee Arah Kopi The Kamasan Point Coffee Habitaas Bahagia Kopi Kawan Kopi Jati Kopi Ada Yang Beli?: Kedai Kopi Kulo Umbira Kopi Cantel Afecto Coffee Air Comberan: janji_jiwa Kopi Soe Kopitagram,: Kedai Kopi Kulo Umbira Kopi Cantel Afecto Coffee Air Comberan: janji_jiwa Kopi Soe Kopitagram, Kedai Kopi Kulo Umbira Kopi Cantel Afecto Coffee Air Comberan janjijiwa Kopi Soe Kopitagram, kedai kopi kulo umbira kopi cantel afecto coffee air comberan janji_jiwa kopi soe kopitagram,"['kedai', 'kopi', 'kulo', 'umbira', 'kopi', 'cantel', 'afecto', 'coffee', 'air', 'comberan', 'janji_jiwa', 'kopi', 'soe', 'kopitagram']","['kedai', 'kopi', 'saya', 'umbira', 'kopi', 'cantel', 'afecto', 'coffee', 'air', 'kualitas buruk', 'janji_jiwa', 'kopi', 'soe', 'kopitagram']","['kedai', 'kopi', 'umbira', 'kopi', 'cantel', 'afecto', 'coffee', 'air', 'kualitas buruk', 'janji_jiwa', 'kopi', 'soe', 'kopitagram']",kedai kopi umbira kopi cantel afecto coffee air kualitas buruk janji_jiwa kopi soe kopitagram
kalo janji_jiwa emg gasuka soalnya manis bgt di mulutkuuuu terakhir agak coba yg edisi gadis kretek itu nah yg ini lumayan.,kalo janji_jiwa emg gasuka soalnya manis bgt di mulutkuuuu terakhir agak coba yg edisi gadis kretek itu nah yg ini lumayan.,kalo janjijiwa emg gasuka soalnya manis bgt di mulutkuuuu terakhir agak coba yg edisi gadis kretek itu nah yg ini lumayan,kalo janji_jiwa emg gasuka soalnya manis bgt di mulutkuuuu terakhir agak coba yg edisi gadis kretek itu nah yg ini lumayan,"['kalo', 'janji_jiwa', 'emg', 'gasuka', 'soalnya', 'manis', 'bgt', 'di', 'mulutkuuuu', 'terakhir', 'agak', 'coba', 'yg', 'edisi', 'gadis', 'kretek', 'itu', 'nah', 'yg', 'ini', 'lumayan']","['kalo', 'janji_jiwa', 'memang', 'gasuka', 'soalnya', 'manis', 'banget', 'di', 'mulutkuuuu', 'terakhir', 'agak', 'coba', 'yang', 'edisi', 'gadis', 'kretek', 'itu', 'nah', 'yang', 'ini', 'lumayan']","['kalo', 'janji_jiwa', 'memang', 'gasuka', 'soalnya', 'manis', 'banget', 'mulutkuuuu', 'terakhir', 'coba', 'edisi', 'gadis', 'kretek', 'nah', 'lumayan']",kalo janji_jiwa memang gasuka soal manis banget mulutkuuuu akhir coba edisi gadis kretek nah lumayan
janji_jiwa ,janji_jiwa,janjijiwa,janji_jiwa,['janji_jiwa'],['janji_jiwa'],['janji_jiwa'],janji_jiwa
@lockeyfess Kopi tuku ini seterkenal apa? Blm pernah denger... Apa setara dgn janji_jiwa?,@lockeyfess Kopi tuku ini seterkenal apa?, Kopi tuku ini seterkenal apa, kopi tuku ini seterkenal apa,"['kopi', 'tuku', 'ini', 'seterkenal', 'apa']","['kopi', 'tuku', 'ini', 'seterkenal', 'apa']","['kopi', 'tuku', 'seterkenal', 'apa']",kopi tuku kenal apa
@lockeyfess Kopi tuku ini seterkenal apa? Blm pernah denger... Apa setara dgn janji_jiwa?,Blm pernah denger... Apa setara dgn janji_jiwa?,Blm pernah denger Apa setara dgn janjijiwa,blm pernah denger apa setara dgn janji_jiwa,"['blm', 'pernah', 'denger', 'apa', 'setara', 'dgn', 'janji_jiwa']","['belum', 'pernah', 'dengar', 'apa', 'setara', 'dengan', 'janji_jiwa']","['pernah', 'dengar', 'apa', 'setara', 'janji_jiwa']",pernah dengar apa tara janji_jiwa
Menurutku janji_jiwa yang enak malah yang non kopi. Tuku ga sanggup aku langsung gemeteran . Point coffee ada yg enak ada yg ga enak. Sekarang lagi doyan Fore sih. Tapi iya mahal banget masa secup kecil nyampe 47rebu ,Menurutku janji_jiwa yang enak malah yang non kopi.,Menurutku janjijiwa yang enak malah yang non kopi,menurutku janji_jiwa yang enak malah yang non kopi,"['menurutku', 'janji_jiwa', 'yang', 'enak', 'malah', 'yang', 'non', 'kopi']","['menurutku', 'janji_jiwa', 'yang', 'enak', 'malah', 'yang', 'non', 'kopi']","['menurutku', 'janji_jiwa', 'enak', 'malah', 'non', 'kopi']",turut janji_jiwa enak malah non kopi
Menurutku janji_jiwa yang enak malah yang non kopi. Tuku ga sanggup aku langsung gemeteran . Point coffee ada yg enak ada yg ga enak. Sekarang lagi doyan Fore sih. Tapi iya mahal banget masa secup kecil nyampe 47rebu ,Tuku ga sanggup aku langsung gemeteran .,Tuku ga sanggup aku langsung gemeteran ,tuku ga sanggup aku langsung gemeteran ,"['tuku', 'ga', 'sanggup', 'aku', 'langsung', 'gemeteran']","['tuku', 'engga', 'sanggup', 'aku', 'langsung', 'gemeteran']","['tuku', 'engga', 'sanggup', 'aku', 'langsung', 'gemeteran']",tuku engga sanggup aku langsung gemeteran
Menurutku janji_jiwa yang enak malah yang non kopi. Tuku ga sanggup aku langsung gemeteran . Point coffee ada yg enak ada yg ga enak. Sekarang lagi doyan Fore sih. Tapi iya mahal banget masa secup kecil nyampe 47rebu ,Point coffee ada yg enak ada yg ga enak.,Point coffee ada yg enak ada yg ga enak,point coffee ada yg enak ada yg ga enak,"['point', 'coffee', 'ada', 'yg', 'enak', 'ada', 'yg', 'ga', 'enak']","['point', 'coffee', 'ada', 'yang', 'enak', 'ada', 'yang', 'engga', 'enak']","['point', 'coffee', 'enak', 'engga', 'enak']",point coffee enak engga enak
Menurutku janji_jiwa yang enak malah yang non kopi. Tuku ga sanggup aku langsung gemeteran . Point coffee ada yg enak ada yg ga enak. Sekarang lagi doyan Fore sih. Tapi iya mahal banget masa secup kecil nyampe 47rebu ,Sekarang lagi doyan Fore sih.,Sekarang lagi doyan Fore sih,sekarang lagi doyan fore sih,"['sekarang', 'lagi', 'doyan', 'fore', 'sih']","['sekarang', 'lagi', 'doyan', 'fore', 'sih']","['sekarang', 'doyan', 'fore', 'sih']",sekarang doyan fore sih
Menurutku janji_jiwa yang enak malah yang non kopi. Tuku ga sanggup aku langsung gemeteran . Point coffee ada yg enak ada yg ga enak. Sekarang lagi doyan Fore sih. Tapi iya mahal banget masa secup kecil nyampe 47rebu ,Tapi iya mahal banget masa secup kecil nyampe 47rebu,Tapi iya mahal banget masa secup kecil nyampe rebu,tapi iya mahal banget masa secup kecil nyampe rebu,"['tapi', 'iya', 'mahal', 'banget', 'masa', 'secup', 'kecil', 'nyampe', 'rebu']","['tapi', 'iya', 'mahal', 'banget', 'masa', 'secup', 'kecil', 'sampai', 'rebu']","['iya', 'mahal', 'banget', 'masa', 'secup', 'kecil', 'rebu']",iya mahal banget masa cup kecil rebu
@yonathandinata PR janji_jiwa saat ini panas dingin,@yonathandinata PR janji_jiwa saat ini panas dingin, PR janjijiwa saat ini panas dingin, pr janji_jiwa saat ini panas dingin,"['pr', 'janji_jiwa', 'saat', 'ini', 'panas', 'dingin']","['pr', 'janji_jiwa', 'saat', 'ini', 'panas', 'dingin']","['pr', 'janji_jiwa', 'panas', 'dingin']",pr janji_jiwa panas dingin
janji_jiwa,janji_jiwa,janjijiwa,janji_jiwa,['janji_jiwa'],['janji_jiwa'],['janji_jiwa'],janji_jiwa
@twoister janji_jiwa si,@twoister janji_jiwa si, janjijiwa si, janji_jiwa si,"['janji_jiwa', 'si']","['janji_jiwa', 'sih']","['janji_jiwa', 'sih']",janji_jiwa sih
@FOODFESS2 Apalah daya dari sekian kopi diatas baru bisa nyicipin kopi janji_jiwa. Sehari-hari mah cukup sachetan ,@FOODFESS2 Apalah daya dari sekian kopi diatas baru bisa nyicipin kopi janji_jiwa., Apalah daya dari sekian kopi diatas baru bisa nyicipin kopi janjijiwa, apalah daya dari sekian kopi diatas baru bisa nyicipin kopi janji_jiwa,"['apalah', 'daya', 'dari', 'sekian', 'kopi', 'diatas', 'baru', 'bisa', 'nyicipin', 'kopi', 'janji_jiwa']","['apalah', 'daya', 'dari', 'sekian', 'kopi', 'diatas', 'baru', 'bisa', 'nyicipin', 'kopi', 'janji_jiwa']","['apalah', 'daya', 'sekian', 'kopi', 'diatas', 'baru', 'nyicipin', 'kopi', 'janji_jiwa']",apa daya sekian kopi atas baru nyicipin kopi janji_jiwa
@FOODFESS2 Apalah daya dari sekian kopi diatas baru bisa nyicipin kopi janji_jiwa. Sehari-hari mah cukup sachetan ,Sehari-hari mah cukup sachetan,Seharihari mah cukup sachetan,seharihari mah cukup sachetan,"['seharihari', 'mah', 'cukup', 'sachetan']","['seharihari', 'mah', 'cukup', 'sachetan']","['seharihari', 'mah', 'cukup', 'sachetan']",seharihari mah cukup sachetan
Rill janji_jiwa makin gajelas rasanya,Rill janji_jiwa makin gajelas rasanya,Rill janjijiwa makin gajelas rasanya,rill janji_jiwa makin gajelas rasanya,"['rill', 'janji_jiwa', 'makin', 'gajelas', 'rasanya']","['rill', 'janji_jiwa', 'makin', 'tidak jelas', 'rasanya']","['rill', 'janji_jiwa', 'makin', 'tidak jelas', 'rasanya']",rill janji_jiwa makin tidak jelas rasa
@Emakemakcool @yonathandinata janji_jiwa beli hazelnut cokelat aja Kak premix nya lumayan enak itu tp jelek nya mereka beda toko kadang beda rasa.,@Emakemakcool @yonathandinata janji_jiwa beli hazelnut cokelat aja Kak premix nya lumayan enak itu tp jelek nya mereka beda toko kadang beda rasa.,  janjijiwa beli hazelnut cokelat aja Kak premix nya lumayan enak itu tp jelek nya mereka beda toko kadang beda rasa,  janji_jiwa beli hazelnut cokelat aja kak premix nya lumayan enak itu tp jelek nya mereka beda toko kadang beda rasa,"['janji_jiwa', 'beli', 'hazelnut', 'cokelat', 'aja', 'kak', 'premix', 'nya', 'lumayan', 'enak', 'itu', 'tp', 'jelek', 'nya', 'mereka', 'beda', 'toko', 'kadang', 'beda', 'rasa']","['janji_jiwa', 'beli', 'hazelnut', 'cokelat', 'saja', 'kak', 'premix', 'nya', 'lumayan', 'enak', 'itu', 'tapi', 'jelek', 'nya', 'mereka', 'beda', 'toko', 'kadang', 'beda', 'rasa']","['janji_jiwa', 'beli', 'hazelnut', 'cokelat', 'kak', 'premix', 'nya', 'lumayan', 'enak', 'jelek', 'nya', 'beda', 'toko', 'kadang', 'beda', 'rasa']",janji_jiwa beli hazelnut cokelat kak premix nya lumayan enak jelek nya beda toko kadang beda rasa
@yonathandinata janji_jiwa ini yg ngawalin munculnya kopi2an yg pake tittle romance2 gaksi? Dulu gapaham knp pada janji_jiwa2 ini tren janji sm siapa ndlalah tnyata kopi ,@yonathandinata janji_jiwa ini yg ngawalin munculnya kopi2an yg pake tittle romance2 gaksi?, janjijiwa ini yg ngawalin munculnya kopian yg pake tittle romance gaksi, janji_jiwa ini yg ngawalin munculnya kopian yg pake tittle romance gaksi,"['janji_jiwa', 'ini', 'yg', 'ngawalin', 'munculnya', 'kopian', 'yg', 'pake', 'tittle', 'romance', 'gaksi']","['janji_jiwa', 'ini', 'yang', 'ngawalin', 'munculnya', 'kopian', 'yang', 'pakai', 'tittle', 'romance', 'gaksi']","['janji_jiwa', 'ngawalin', 'munculnya', 'kopian', 'pakai', 'tittle', 'romance', 'gaksi']",janji_jiwa ngawalin muncul kopi pakai tittle romance gaksi
@yonathandinata janji_jiwa ini yg ngawalin munculnya kopi2an yg pake tittle romance2 gaksi? Dulu gapaham knp pada janji_jiwa2 ini tren janji sm siapa ndlalah tnyata kopi ,Dulu gapaham knp pada janji_jiwa2 ini tren janji sm siapa ndlalah tnyata kopi,Dulu gapaham knp pada janjijiwa ini tren janji sm siapa ndlalah tnyata kopi,dulu gapaham knp pada janji_jiwa ini tren janji sm siapa ndlalah tnyata kopi,"['dulu', 'gapaham', 'knp', 'pada', 'janji_jiwa', 'ini', 'tren', 'janji', 'sm', 'siapa', 'ndlalah', 'tnyata', 'kopi']","['dulu', 'gapaham', 'kenapa', 'pada', 'janji_jiwa', 'ini', 'tren', 'janji', 'sama', 'siapa', 'ndlalah', 'tnyata', 'kopi']","['dulu', 'gapaham', 'janji_jiwa', 'tren', 'janji', 'sama', 'siapa', 'ndlalah', 'tnyata', 'kopi']",dulu gapaham janji_jiwa tren janji sama siapa ndlalah tnyata kopi
@yonathandinata janji_jiwa dan tuku valid,@yonathandinata janji_jiwa dan tuku valid, janjijiwa dan tuku valid, janji_jiwa dan tuku valid,"['janji_jiwa', 'dan', 'tuku', 'valid']","['janji_jiwa', 'dan', 'tuku', 'benar']","['janji_jiwa', 'tuku', 'benar']",janji_jiwa tuku benar
@yonathandinata Gak juga... janji_jiwa toast nya favorit,@yonathandinata Gak juga... janji_jiwa toast nya favorit, Gak juga janjijiwa toast nya favorit, gak juga janji_jiwa toast nya favorit,"['gak', 'juga', 'janji_jiwa', 'toast', 'nya', 'favorit']","['enggak', 'juga', 'janji_jiwa', 'toast', 'nya', 'favorit']","['enggak', 'janji_jiwa', 'toast', 'nya', 'favorit']",enggak janji_jiwa toast nya favorit
kopi kenangan or janji_jiwa ????,kopi kenangan or janji_jiwa ?,kopi kenangan or janjijiwa ,kopi kenangan or janji_jiwa ,"['kopi', 'kenangan', 'or', 'janji_jiwa']","['kopi', 'kenangan', 'orang', 'janji_jiwa']","['kopi', 'kenangan', 'orang', 'janji_jiwa']",kopi kenang orang janji_jiwa
kopi kenangan or janji_jiwa ????,??,,,[],[],[],
kopi kenangan or janji_jiwa ????,?,,,[],[],[],
@yonathandinata janji_jiwa masih oke kok pas promo. Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya. Untung enak. Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!!,@yonathandinata janji_jiwa masih oke kok pas promo., janjijiwa masih oke kok pas promo, janji_jiwa masih oke kok pas promo,"['janji_jiwa', 'masih', 'oke', 'kok', 'pas', 'promo']","['janji_jiwa', 'masih', 'oke', 'kok', 'pas', 'promo']","['janji_jiwa', 'oke', 'kok', 'pas', 'promo']",janji_jiwa oke kok pas promo
@yonathandinata janji_jiwa masih oke kok pas promo. Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya. Untung enak. Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!!,Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya.,Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya,tapi emang kopi nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya,"['tapi', 'emang', 'kopi', 'nako', 'mahal', 'banget', 'udah', 'nggak', 'bisa', 'up', 'size', 'mana', 'dikit', 'banget', 'pula', 'porsinya']","['tapi', 'memang', 'kopi', 'nako', 'mahal', 'banget', 'sudah', 'enggak', 'bisa', 'up', 'size', 'mana', 'dikit', 'banget', 'pula', 'porsinya']","['memang', 'kopi', 'nako', 'mahal', 'banget', 'enggak', 'up', 'size', 'mana', 'dikit', 'banget', 'porsinya']",memang kopi nako mahal banget enggak up size mana dikit banget porsi
@yonathandinata janji_jiwa masih oke kok pas promo. Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya. Untung enak. Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!!,Untung enak.,Untung enak,untung enak,"['untung', 'enak']","['untung', 'enak']","['untung', 'enak']",untung enak
@yonathandinata janji_jiwa masih oke kok pas promo. Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya. Untung enak. Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!!,Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!,Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba,kalau tomoro coffee masuk ke jajaran kopi kenangan mari kita coba,"['kalau', 'tomoro', 'coffee', 'masuk', 'ke', 'jajaran', 'kopi', 'kenangan', 'mari', 'kita', 'coba']","['kalau', 'tomoro', 'coffee', 'masuk', 'ke', 'jajaran', 'kopi', 'kenangan', 'mari', 'kita', 'coba']","['kalau', 'tomoro', 'coffee', 'masuk', 'jajaran', 'kopi', 'kenangan', 'coba']",kalau tomoro coffee masuk jajar kopi kenang coba
@yonathandinata janji_jiwa masih oke kok pas promo. Tapi emang Kopi Nako mahal banget udah nggak bisa up size mana dikit banget pula porsinya. Untung enak. Kalau Tomoro Coffee masuk ke jajaran Kopi Kenangan mari kita coba!!,!,,,[],[],[],
@yonathandinata janji_jiwa emang gak enak2nya. Knapa sih ngetop bgt?,@yonathandinata janji_jiwa emang gak enak2nya., janjijiwa emang gak enaknya, janji_jiwa emang gak enaknya,"['janji_jiwa', 'emang', 'gak', 'enaknya']","['janji_jiwa', 'memang', 'enggak', 'enaknya']","['janji_jiwa', 'memang', 'enggak', 'enaknya']",janji_jiwa memang enggak enak
@yonathandinata janji_jiwa emang gak enak2nya. Knapa sih ngetop bgt?,Knapa sih ngetop bgt?,Knapa sih ngetop bgt,knapa sih ngetop bgt,"['knapa', 'sih', 'ngetop', 'bgt']","['knapa', 'sih', 'populer', 'banget']","['knapa', 'sih', 'populer', 'banget']",knapa sih populer banget
@yonathandinata disini janji_jiwa tutup karena sepi malah lebih rame beli kopi ,@yonathandinata disini janji_jiwa tutup karena sepi malah lebih rame beli kopi, disini janjijiwa tutup karena sepi malah lebih rame beli kopi, disini janji_jiwa tutup karena sepi malah lebih rame beli kopi,"['disini', 'janji_jiwa', 'tutup', 'karena', 'sepi', 'malah', 'lebih', 'rame', 'beli', 'kopi']","['disini', 'janji_jiwa', 'tutup', 'karena', 'sepi', 'malah', 'lebih', 'ramai', 'beli', 'kopi']","['disini', 'janji_jiwa', 'tutup', 'sepi', 'malah', 'lebih', 'ramai', 'beli', 'kopi']",sini janji_jiwa tutup sepi malah lebih ramai beli kopi
happy bgt di janji_jiwa yg baru samping uin servicenya bagus bgtt kopi nya lebih enak dibanding outlet lain ada meng gemush lagii,happy bgt di janji_jiwa yg baru samping uin servicenya bagus bgtt kopi nya lebih enak dibanding outlet lain ada meng gemush lagii,happy bgt di janjijiwa yg baru samping uin servicenya bagus bgtt kopi nya lebih enak dibanding outlet lain ada meng gemush lagii,happy bgt di janji_jiwa yg baru samping uin servicenya bagus bgtt kopi nya lebih enak dibanding outlet lain ada meng gemush lagii,"['happy', 'bgt', 'di', 'janji_jiwa', 'yg', 'baru', 'samping', 'uin', 'servicenya', 'bagus', 'bgtt', 'kopi', 'nya', 'lebih', 'enak', 'dibanding', 'outlet', 'lain', 'ada', 'meng', 'gemush', 'lagii']","['happy', 'banget', 'di', 'janji_jiwa', 'yang', 'baru', 'samping', 'uin', 'servicenya', 'bagus', 'banget', 'kopi', 'nya', 'lebih', 'enak', 'dibanding', 'outlet', 'lain', 'ada', 'meng', 'lucu', 'lagi']","['happy', 'banget', 'janji_jiwa', 'baru', 'samping', 'uin', 'servicenya', 'bagus', 'banget', 'kopi', 'nya', 'lebih', 'enak', 'dibanding', 'outlet', 'meng', 'lucu']",happy banget janji_jiwa baru samping uin servicenya bagus banget kopi nya lebih enak banding outlet meng lucu
@hasseulgi @marshagemes MasyaAllah tadi siang gue jg lewat smapis mau ke janji_jiwa ternyata ada anak rohis jaga gerbang,@hasseulgi @marshagemes MasyaAllah tadi siang gue jg lewat smapis mau ke janji_jiwa ternyata ada anak rohis jaga gerbang,  MasyaAllah tadi siang gue jg lewat smapis mau ke janjijiwa ternyata ada anak rohis jaga gerbang,  masyaallah tadi siang gue jg lewat smapis mau ke janji_jiwa ternyata ada anak rohis jaga gerbang,"['masyaallah', 'tadi', 'siang', 'gue', 'jg', 'lewat', 'smapis', 'mau', 'ke', 'janji_jiwa', 'ternyata', 'ada', 'anak', 'rohis', 'jaga', 'gerbang']","['masyaallah', 'tadi', 'siang', 'saya', 'juga', 'lewat', 'smapis', 'mau', 'ke', 'janji_jiwa', 'ternyata', 'ada', 'anak', 'rohis', 'jaga', 'gerbang']","['masyaallah', 'tadi', 'siang', 'lewat', 'smapis', 'mau', 'janji_jiwa', 'ternyata', 'anak', 'rohis', 'jaga', 'gerbang']",masyaallah tadi siang lewat smapis mau janji_jiwa nyata anak roh jaga gerbang
